cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pspwght,pweight,polintr,trstprl,trstplt,vote,lrscale,gincdif,imbgeco,imueclt,imwbcnt,gndr,agea,eisced,eduyrs,mnactic
DE,ESS1-8e01,1.0,12.12.2018,89731,ESS8e02_1,8,2.1,10009782,0.512526333332062,0.604107439517975,2.499809187,3,3,4,1,5,1,5,4,3,1,40,3,14,1
DE,ESS1-8e01,1.0,12.12.2018,89732,ESS8e02_1,8,2.1,10009784,0.512526333332062,0.598892569541931,2.499809187,2,5,5,1,4,2,4,5,5,2,61,3,12,1
DE,ESS1-8e01,1.0,12.12.2018,89733,ESS8e02_1,8,2.1,10009786,0.512526333332062,0.546004235744476,2.499809187,1,8,4,1,10,1,5,5,5,1,56,3,12,1
DE,ESS1-8e01,1.0,12.12.2018,89734,ESS8e02_1,8,2.1,10009789,0.512526333332062,0.419358342885971,2.499809187,2,5,6,3,5,5,8,7,5,2,21,6,14,1
DE,ESS1-8e01,1.0,12.12.2018,89735,ESS8e02_1,8,2.1,10009790,0.512526333332062,0.328560888767242,2.499809187,2,5,5,1,5,2,5,5,4,2,82,5,14,8
DE,ESS1-8e01,1.0,12.12.2018,89736,ESS8e02_1,8,2.1,10009792,0.512526333332062,0.598892569541931,2.499809187,2,4,4,1,5,1,3,5,5,2,61,3,13,6
DE,ESS1-8e01,1.0,12.12.2018,89737,ESS8e02_1,8,2.1,10009793,0.512526333332062,0.584720075130463,2.499809187,2,8,5,3,0,2,3,2,4,2,19,2,12,2
DE,ESS1-8e01,1.0,12.12.2018,89738,ESS8e02_1,8,2.1,10009795,0.512526333332062,0.336686193943024,2.499809187,3,5,5,1,5,2,6,6,5,2,46,7,18,1
DE,ESS1-8e01,1.0,12.12.2018,89739,ESS8e02_1,8,2.1,10009798,0.512526333332062,0.644257187843323,2.499809187,3,3,2,2,5,2,5,7,3,2,53,3,12,1
DE,ESS1-8e01,1.0,12.12.2018,89740,ESS8e02_1,8,2.1,10009799,0.512526333332062,0.644257187843323,2.499809187,3,8,4,1,5,1,4,3,5,2,50,3,12,1
DE,ESS1-8e01,1.0,12.12.2018,89741,ESS8e02_1,8,2.1,10009801,0.512526333332062,0.328560888767242,2.499809187,1,3,3,1,0,1,5,8,7,2,75,7,20,6
DE,ESS1-8e01,1.0,12.12.2018,89742,ESS8e02_1,8,2.1,10009805,0.512526333332062,0.546004235744476,2.499809187,2,1,2,1,3,1,2,5,3,1,74,3,10,6
DE,ESS1-8e01,1.0,12.12.2018,89743,ESS8e02_1,8,2.1,10009809,0.512526333332062,0.644257187843323,2.499809187,3,3,0,2,5,1,5,5,4,2,45,3,12,1
DE,ESS1-8e01,1.0,12.12.2018,89744,ESS8e02_1,8,2.1,10009810,0.512526333332062,0.309474378824234,2.499809187,1,3,3,1,4,1,5,4,4,1,76,7,16,6
DE,ESS1-8e01,1.0,12.12.2018,89745,ESS8e02_1,8,2.1,10009811,0.512526333332062,0.644257187843323,2.499809187,3,6,5,1,5,3,7,7,7,2,42,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,89746,ESS8e02_1,8,2.1,10009814,0.512526333332062,0.604107439517975,2.499809187,2,4,5,1,4,1,6,7,5,1,51,3,12,1
DE,ESS1-8e01,1.0,12.12.2018,89747,ESS8e02_1,8,2.1,10009816,0.512526333332062,0.309474378824234,2.499809187,1,0,0,1,6,2,3,2,0,1,59,7,15,1
DE,ESS1-8e01,1.0,12.12.2018,89748,ESS8e02_1,8,2.1,10009820,0.512526333332062,0.587360620498657,2.499809187,3,1,2,2,3,1,5,4,3,2,34,3,12,4
DE,ESS1-8e01,1.0,12.12.2018,89749,ESS8e02_1,8,2.1,10009822,0.512526333332062,0.604107439517975,2.499809187,4,0,0,2,5,2,3,3,2,1,49,3,12,4
DE,ESS1-8e01,1.0,12.12.2018,89750,ESS8e02_1,8,2.1,10009827,0.512526333332062,0.334514766931534,2.499809187,3,2,2,1,6,4,0,0,1,1,47,5,14,1
DE,ESS1-8e01,1.0,12.12.2018,89751,ESS8e02_1,8,2.1,10009830,0.512526333332062,0.598892569541931,2.499809187,3,6,5,1,7,2,3,2,2,2,56,3,12,1
DE,ESS1-8e01,1.0,12.12.2018,89752,ESS8e02_1,8,2.1,10009842,0.512526333332062,0.587360620498657,2.499809187,3,5,4,2,5,1,5,5,5,2,34,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,89753,ESS8e02_1,8,2.1,10009843,0.512526333332062,0.546004235744476,2.499809187,2,5,0,2,5,1,6,6,0,1,78,3,11,6
DE,ESS1-8e01,1.0,12.12.2018,89754,ESS8e02_1,8,2.1,10009846,0.512526333332062,0.595584690570831,2.499809187,4,7,5,3,5,2,1,5,3,1,19,2,13,2
DE,ESS1-8e01,1.0,12.12.2018,89755,ESS8e02_1,8,2.1,10009850,0.512526333332062,0.378848344087601,2.499809187,1,8,8,1,5,3,5,8,6,1,28,5,17,1
DE,ESS1-8e01,1.0,12.12.2018,89756,ESS8e02_1,8,2.1,10009852,0.512526333332062,0.598892569541931,2.499809187,3,10,8,1,4,3,3,4,4,2,60,3,11,1
DE,ESS1-8e01,1.0,12.12.2018,89757,ESS8e02_1,8,2.1,10009856,0.512526333332062,0.521292209625244,2.499809187,3,3,3,1,3,2,3,7,6,1,34,3,14,1
DE,ESS1-8e01,1.0,12.12.2018,89758,ESS8e02_1,8,2.1,10009857,0.512526333332062,0.521292209625244,2.499809187,3,3,3,1,8,2,2,5,3,1,25,3,14,1
DE,ESS1-8e01,1.0,12.12.2018,89759,ESS8e02_1,8,2.1,10009861,0.512526333332062,0.336686193943024,2.499809187,2,9,7,1,2,1,6,5,5,2,49,6,16,1
DE,ESS1-8e01,1.0,12.12.2018,89760,ESS8e02_1,8,2.1,10009862,0.512526333332062,0.309474378824234,2.499809187,2,3,3,1,5,1,7,5,5,1,77,6,17,6
DE,ESS1-8e01,1.0,12.12.2018,89761,ESS8e02_1,8,2.1,10009864,0.512526333332062,0.598892569541931,2.499809187,2,4,3,1,3,1,4,3,2,2,78,3,12,6
DE,ESS1-8e01,1.0,12.12.2018,89762,ESS8e02_1,8,2.1,10009865,0.512526333332062,0.309474378824234,2.499809187,1,5,5,1,5,2,5,5,4,1,75,6,17,1
DE,ESS1-8e01,1.0,12.12.2018,89763,ESS8e02_1,8,2.1,10009873,0.512526333332062,0.336686193943024,2.499809187,3,7,5,1,2,1,5,5,5,2,40,6,17,1
DE,ESS1-8e01,1.0,12.12.2018,89764,ESS8e02_1,8,2.1,10009874,0.512526333332062,0.598892569541931,2.499809187,2,3,2,1,7,2,3,2,2,2,79,3,12,6
DE,ESS1-8e01,1.0,12.12.2018,89765,ESS8e02_1,8,2.1,10009875,0.512526333332062,0.334514766931534,2.499809187,1,3,3,1,6,1,6,3,3,1,37,5,16,1
DE,ESS1-8e01,1.0,12.12.2018,89766,ESS8e02_1,8,2.1,10009880,0.512526333332062,0.595584690570831,2.499809187,3,3,5,3,4,2,6,6,5,1,18,2,12,3
DE,ESS1-8e01,1.0,12.12.2018,89767,ESS8e02_1,8,2.1,10009881,0.512526333332062,0.309474378824234,2.499809187,1,7,5,1,5,3,2,3,4,1,69,6,18,6
DE,ESS1-8e01,1.0,12.12.2018,89768,ESS8e02_1,8,2.1,10009883,0.512526333332062,0.521292209625244,2.499809187,2,0,0,1,10,1,2,0,2,1,28,3,15,1
DE,ESS1-8e01,1.0,12.12.2018,89769,ESS8e02_1,8,2.1,10009884,0.512526333332062,0.604107439517975,2.499809187,3,7,5,1,4,1,6,6,5,1,48,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,89770,ESS8e02_1,8,2.1,10009889,0.512526333332062,0.584720075130463,2.499809187,1,2,1,2,3,3,10,10,7,2,29,2,12,1
DE,ESS1-8e01,1.0,12.12.2018,89771,ESS8e02_1,8,2.1,11000003,1.23700523376465,1.13776576519012,2.499809187,2,8,7,2,3,2,5,8,4,1,40,7,19,1
DE,ESS1-8e01,1.0,12.12.2018,89772,ESS8e02_1,8,2.1,11000008,1.23700523376465,1.99775505065918,2.499809187,3,5,4,1,2,1,8,9,9,2,26,4,17,1
DE,ESS1-8e01,1.0,12.12.2018,89773,ESS8e02_1,8,2.1,11000010,1.23700523376465,3.88710951805115,2.499809187,1,7,4,1,3,1,10,10,10,1,54,2,9,1
DE,ESS1-8e01,1.0,12.12.2018,89774,ESS8e02_1,8,2.1,11000011,1.23700523376465,2.05471467971802,2.499809187,1,5,1,1,5,4,1,5,2,1,52,3,12,1
DE,ESS1-8e01,1.0,12.12.2018,89775,ESS8e02_1,8,2.1,11000015,1.23700523376465,1.85709345340729,2.499809187,3,8,2,1,5,1,10,8,6,1,75,3,11,6
DE,ESS1-8e01,1.0,12.12.2018,89776,ESS8e02_1,8,2.1,11000027,1.23700523376465,1.14515161514282,2.499809187,2,6,5,1,3,1,10,10,10,2,40,7,16,8
DE,ESS1-8e01,1.0,12.12.2018,89777,ESS8e02_1,8,2.1,11000030,1.23700523376465,1.0525975227356,2.499809187,1,2,0,1,5,2,10,7,7,1,64,7,19,1
DE,ESS1-8e01,1.0,12.12.2018,89778,ESS8e02_1,8,2.1,11000035,1.23700523376465,1.11751556396484,2.499809187,2,10,5,1,8,3,10,10,8,2,78,5,12,6
DE,ESS1-8e01,1.0,12.12.2018,89779,ESS8e02_1,8,2.1,11000036,1.23700523376465,1.85709345340729,2.499809187,3,8,5,1,4,3,6,8,7,1,80,3,11,6
DE,ESS1-8e01,1.0,12.12.2018,89780,ESS8e02_1,8,2.1,11000043,1.23700523376465,3.88710951805115,2.499809187,1,7,2,1,9,2,2,1,2,1,52,2,11,1
DE,ESS1-8e01,1.0,12.12.2018,89781,ESS8e02_1,8,2.1,11000046,1.23700523376465,1.77304232120514,2.499809187,2,4,2,1,7,4,5,3,4,1,23,5,16,9
DE,ESS1-8e01,1.0,12.12.2018,89782,ESS8e02_1,8,2.1,11000062,1.23700523376465,3.89509701728821,2.499809187,2,6,9,2,1,3,88,7,5,2,44,2,12,5
DE,ESS1-8e01,1.0,12.12.2018,89783,ESS8e02_1,8,2.1,11000068,1.23700523376465,1.28855502605438,2.499809187,3,5,6,3,88,2,0,7,8,1,33,5,16,1
DE,ESS1-8e01,1.0,12.12.2018,89784,ESS8e02_1,8,2.1,11000069,1.23700523376465,1.42633962631226,2.499809187,2,5,4,1,2,3,8,10,10,2,29,7,23,1
DE,ESS1-8e01,1.0,12.12.2018,89785,ESS8e02_1,8,2.1,11000076,1.23700523376465,1.98877537250519,2.499809187,3,6,4,3,5,2,4,6,5,2,16,2,10,2
DE,ESS1-8e01,1.0,12.12.2018,89786,ESS8e02_1,8,2.1,11000077,1.23700523376465,1.99775505065918,2.499809187,4,88,0,3,6,2,5,5,5,2,22,4,17,1
DE,ESS1-8e01,1.0,12.12.2018,89787,ESS8e02_1,8,2.1,11000080,1.23700523376465,1.13776576519012,2.499809187,2,10,6,1,3,3,10,10,8,1,38,7,21,1
DE,ESS1-8e01,1.0,12.12.2018,89788,ESS8e02_1,8,2.1,11000094,1.23700523376465,4.00009107589722,2.499809187,1,10,6,1,7,3,7,5,6,1,70,2,10,6
DE,ESS1-8e01,1.0,12.12.2018,89789,ESS8e02_1,8,2.1,11000096,1.23700523376465,2.02572870254517,2.499809187,1,10,5,3,8,2,10,8,10,1,26,2,12,3
DE,ESS1-8e01,1.0,12.12.2018,89790,ESS8e02_1,8,2.1,11000099,1.23700523376465,1.0525975227356,2.499809187,1,8,7,1,3,1,10,10,10,1,72,7,24,6
DE,ESS1-8e01,1.0,12.12.2018,89791,ESS8e02_1,8,2.1,11000103,1.23700523376465,1.14515161514282,2.499809187,3,6,3,1,6,2,2,6,3,2,50,7,20,1
DE,ESS1-8e01,1.0,12.12.2018,89792,ESS8e02_1,8,2.1,11000123,1.23700523376465,1.11751556396484,2.499809187,3,5,3,1,5,3,7,8,8,2,55,7,17,8
DE,ESS1-8e01,1.0,12.12.2018,89793,ESS8e02_1,8,2.1,11000124,1.23700523376465,3.89509701728821,2.499809187,3,3,3,2,3,2,3,2,1,2,39,1,9,1
DE,ESS1-8e01,1.0,12.12.2018,89794,ESS8e02_1,8,2.1,11000128,1.23700523376465,1.11751556396484,2.499809187,2,9,8,1,5,4,6,8,6,2,73,7,17,6
DE,ESS1-8e01,1.0,12.12.2018,89795,ESS8e02_1,8,2.1,11000136,1.23700523376465,2.19127416610718,2.499809187,1,4,3,1,2,4,3,8,5,2,51,3,12,1
DE,ESS1-8e01,1.0,12.12.2018,89796,ESS8e02_1,8,2.1,11000137,1.23700523376465,1.85709345340729,2.499809187,2,7,4,1,77,1,4,5,3,1,58,5,16,1
DE,ESS1-8e01,1.0,12.12.2018,89797,ESS8e02_1,8,2.1,11000140,1.23700523376465,2.03697824478149,2.499809187,1,2,0,1,0,2,8,10,8,2,58,4,15,4
DE,ESS1-8e01,1.0,12.12.2018,89798,ESS8e02_1,8,2.1,11000154,1.23700523376465,2.02572870254517,2.499809187,3,8,7,3,3,3,8,10,8,1,20,2,12,2
DE,ESS1-8e01,1.0,12.12.2018,89799,ESS8e02_1,8,2.1,11000158,1.23700523376465,2.05471467971802,2.499809187,1,7,4,3,3,1,10,5,4,1,37,3,15,1
DE,ESS1-8e01,1.0,12.12.2018,89800,ESS8e02_1,8,2.1,11000159,1.23700523376465,2.05471467971802,2.499809187,3,4,3,2,5,2,4,6,3,1,38,3,15,1
DE,ESS1-8e01,1.0,12.12.2018,89801,ESS8e02_1,8,2.1,11000164,1.23700523376465,1.14515161514282,2.499809187,4,2,2,2,3,2,5,5,5,2,48,7,23,1
DE,ESS1-8e01,1.0,12.12.2018,89802,ESS8e02_1,8,2.1,11000165,1.23700523376465,1.0525975227356,2.499809187,1,7,7,1,5,2,7,8,7,1,79,7,22,6
DE,ESS1-8e01,1.0,12.12.2018,89803,ESS8e02_1,8,2.1,11000182,1.23700523376465,1.43121898174286,2.499809187,3,5,5,1,2,3,7,2,2,2,40,3,13,3
DE,ESS1-8e01,1.0,12.12.2018,89804,ESS8e02_1,8,2.1,11000185,1.23700523376465,1.32309329509735,2.499809187,3,9,8,3,5,2,10,10,10,1,18,2,10,4
DE,ESS1-8e01,1.0,12.12.2018,89805,ESS8e02_1,8,2.1,11000187,1.23700523376465,0.743125557899475,2.499809187,1,7,7,1,6,2,7,6,5,1,38,7,19,1
DE,ESS1-8e01,1.0,12.12.2018,89806,ESS8e02_1,8,2.1,11000189,1.23700523376465,1.30482316017151,2.499809187,2,3,3,1,6,2,5,1,3,2,30,5,15,1
DE,ESS1-8e01,1.0,12.12.2018,89807,ESS8e02_1,8,2.1,11000193,1.23700523376465,1.34202694892883,2.499809187,1,6,4,1,3,2,5,6,6,1,43,3,14,1
DE,ESS1-8e01,1.0,12.12.2018,89808,ESS8e02_1,8,2.1,11000194,1.23700523376465,1.30482316017151,2.499809187,3,5,4,1,6,1,5,4,4,2,22,4,14,2
DE,ESS1-8e01,1.0,12.12.2018,89809,ESS8e02_1,8,2.1,11000197,1.23700523376465,3.04358291625977,2.499809187,2,3,2,1,5,3,5,4,4,2,69,2,8,6
DE,ESS1-8e01,1.0,12.12.2018,89810,ESS8e02_1,8,2.1,11000207,1.23700523376465,1.43121898174286,2.499809187,3,7,7,1,5,2,3,5,4,2,38,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,89811,ESS8e02_1,8,2.1,11000208,1.23700523376465,1.21295070648193,2.499809187,3,0,0,1,5,2,5,5,0,1,64,3,11,6
DE,ESS1-8e01,1.0,12.12.2018,89812,ESS8e02_1,8,2.1,11000210,1.23700523376465,0.687498092651367,2.499809187,1,3,0,1,7,3,5,0,0,1,72,5,14,6
DE,ESS1-8e01,1.0,12.12.2018,89813,ESS8e02_1,8,2.1,11000211,1.23700523376465,0.743125557899475,2.499809187,2,5,4,1,5,3,7,5,5,1,35,5,17,1
DE,ESS1-8e01,1.0,12.12.2018,89814,ESS8e02_1,8,2.1,11000213,1.23700523376465,1.21295070648193,2.499809187,2,5,3,1,5,4,5,0,0,1,78,3,11,6
DE,ESS1-8e01,1.0,12.12.2018,89815,ESS8e02_1,8,2.1,11000221,1.23700523376465,1.43121898174286,2.499809187,3,4,2,1,3,2,6,0,2,2,40,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,89816,ESS8e02_1,8,2.1,11000224,1.23700523376465,1.43121898174286,2.499809187,3,5,3,1,5,2,6,7,7,2,43,5,17,1
DE,ESS1-8e01,1.0,12.12.2018,89817,ESS8e02_1,8,2.1,11000225,1.23700523376465,1.29895782470703,2.499809187,3,6,6,3,3,1,2,7,5,2,17,2,12,2
DE,ESS1-8e01,1.0,12.12.2018,89818,ESS8e02_1,8,2.1,11000226,1.23700523376465,3.04358291625977,2.499809187,3,4,4,1,5,2,3,4,4,2,62,2,9,3
DE,ESS1-8e01,1.0,12.12.2018,89819,ESS8e02_1,8,2.1,11000243,0.512526333332062,0.570073127746582,2.499809187,1,3,2,2,2,1,5,5,3,1,72,3,8,6
DE,ESS1-8e01,1.0,12.12.2018,89820,ESS8e02_1,8,2.1,11000247,0.512526333332062,0.34304416179657,2.499809187,2,6,9,1,5,1,9,8,5,2,81,5,18,6
DE,ESS1-8e01,1.0,12.12.2018,89821,ESS8e02_1,8,2.1,11000249,0.512526333332062,0.621838748455048,2.499809187,3,7,6,3,77,1,7,4,4,1,29,2,11,9
DE,ESS1-8e01,1.0,12.12.2018,89822,ESS8e02_1,8,2.1,11000262,0.512526333332062,0.63073718547821,2.499809187,2,1,1,1,8,1,1,2,1,1,46,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,89823,ESS8e02_1,8,2.1,11000265,0.512526333332062,0.570073127746582,2.499809187,3,2,2,1,3,1,0,0,3,1,58,3,13,3
DE,ESS1-8e01,1.0,12.12.2018,89824,ESS8e02_1,8,2.1,11000271,0.512526333332062,0.63073718547821,2.499809187,2,0,0,1,7,2,1,0,1,1,36,3,12,1
DE,ESS1-8e01,1.0,12.12.2018,89825,ESS8e02_1,8,2.1,11000272,0.512526333332062,0.63073718547821,2.499809187,3,2,1,2,7,1,3,4,2,1,43,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,89826,ESS8e02_1,8,2.1,11000282,0.512526333332062,0.34304416179657,2.499809187,2,6,4,1,5,1,6,4,4,2,58,5,13,1
DE,ESS1-8e01,1.0,12.12.2018,89827,ESS8e02_1,8,2.1,11000288,0.512526333332062,0.34304416179657,2.499809187,1,6,3,1,5,2,4,7,5,2,67,5,12,6
DE,ESS1-8e01,1.0,12.12.2018,89828,ESS8e02_1,8,2.1,11000303,0.512526333332062,0.552398264408112,2.499809187,4,1,1,2,88,1,4,3,1,2,74,3,10,6
DE,ESS1-8e01,1.0,12.12.2018,89829,ESS8e02_1,8,2.1,11000306,0.512526333332062,0.30305352807045,2.499809187,2,3,0,1,5,1,5,88,1,2,55,6,18,1
DE,ESS1-8e01,1.0,12.12.2018,89830,ESS8e02_1,8,2.1,11000310,0.512526333332062,0.594240844249725,2.499809187,2,4,4,2,5,1,4,9,7,2,35,5,19,8
DE,ESS1-8e01,1.0,12.12.2018,89831,ESS8e02_1,8,2.1,11000311,0.512526333332062,0.310548037290573,2.499809187,2,5,5,1,2,5,8,10,8,2,46,5,17,1
DE,ESS1-8e01,1.0,12.12.2018,89832,ESS8e02_1,8,2.1,11000318,0.512526333332062,0.503616034984589,2.499809187,1,10,10,1,5,2,10,5,5,1,66,3,11,6
DE,ESS1-8e01,1.0,12.12.2018,89833,ESS8e02_1,8,2.1,11000330,0.512526333332062,0.594240844249725,2.499809187,3,3,0,2,5,1,5,5,5,2,45,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,89834,ESS8e02_1,8,2.1,11000341,0.512526333332062,0.552398264408112,2.499809187,1,6,6,1,5,1,7,8,5,2,64,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,89835,ESS8e02_1,8,2.1,11000343,0.512526333332062,0.541761636734009,2.499809187,3,8,6,1,5,2,8,9,8,2,22,4,16,2
DE,ESS1-8e01,1.0,12.12.2018,89836,ESS8e02_1,8,2.1,11000344,0.512526333332062,0.541761636734009,2.499809187,2,6,2,1,5,1,5,6,6,2,27,3,17,8
DE,ESS1-8e01,1.0,12.12.2018,89837,ESS8e02_1,8,2.1,11000350,0.512526333332062,0.594240844249725,2.499809187,3,1,0,1,5,2,5,6,5,2,54,3,12,1
DE,ESS1-8e01,1.0,12.12.2018,89838,ESS8e02_1,8,2.1,12000002,1.23700523376465,1.04728317260742,2.499809187,3,9,7,2,3,2,7,8,8,1,24,4,17,9
DE,ESS1-8e01,1.0,12.12.2018,89839,ESS8e02_1,8,2.1,12000003,1.23700523376465,0.676407217979431,2.499809187,3,3,1,1,4,2,7,9,6,2,37,7,26,1
DE,ESS1-8e01,1.0,12.12.2018,89840,ESS8e02_1,8,2.1,12000004,1.23700523376465,1.09693002700806,2.499809187,2,7,7,1,0,2,9,8,8,1,76,3,12,6
DE,ESS1-8e01,1.0,12.12.2018,89841,ESS8e02_1,8,2.1,12000007,1.23700523376465,0.84249621629715,2.499809187,2,8,7,2,3,2,8,9,9,2,29,6,20,2
DE,ESS1-8e01,1.0,12.12.2018,89842,ESS8e02_1,8,2.1,12000008,1.23700523376465,1.29432046413422,2.499809187,2,3,0,1,5,2,2,2,2,2,54,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,89843,ESS8e02_1,8,2.1,12000014,1.23700523376465,1.19653761386871,2.499809187,3,6,5,3,5,2,8,4,7,1,17,2,11,2
DE,ESS1-8e01,1.0,12.12.2018,89844,ESS8e02_1,8,2.1,12000015,1.23700523376465,0.660082936286926,2.499809187,2,3,3,1,7,1,4,5,4,2,62,5,14,6
DE,ESS1-8e01,1.0,12.12.2018,89845,ESS8e02_1,8,2.1,12000023,1.23700523376465,1.20318329334259,2.499809187,2,5,5,1,0,2,8,10,10,2,62,3,15,1
DE,ESS1-8e01,1.0,12.12.2018,89846,ESS8e02_1,8,2.1,12000026,1.23700523376465,1.18001532554626,2.499809187,3,7,6,2,2,2,7,10,8,2,22,3,17,2
DE,ESS1-8e01,1.0,12.12.2018,89847,ESS8e02_1,8,2.1,12000028,1.23700523376465,0.676407217979431,2.499809187,2,7,3,1,4,2,9,10,10,2,51,7,21,1
DE,ESS1-8e01,1.0,12.12.2018,89848,ESS8e02_1,8,2.1,12000031,1.23700523376465,1.18001532554626,2.499809187,3,3,2,2,3,1,4,8,5,2,28,4,18,2
DE,ESS1-8e01,1.0,12.12.2018,89849,ESS8e02_1,8,2.1,12000032,1.23700523376465,1.18001532554626,2.499809187,2,6,6,1,1,2,8,8,8,2,24,3,16,2
DE,ESS1-8e01,1.0,12.12.2018,89850,ESS8e02_1,8,2.1,12000036,1.23700523376465,1.21365976333618,2.499809187,2,5,3,1,5,2,3,5,3,1,52,4,18,1
DE,ESS1-8e01,1.0,12.12.2018,89851,ESS8e02_1,8,2.1,12000043,1.23700523376465,1.04728317260742,2.499809187,2,9,8,1,5,2,8,10,10,1,34,5,17,1
DE,ESS1-8e01,1.0,12.12.2018,89852,ESS8e02_1,8,2.1,12000047,1.23700523376465,1.21365976333618,2.499809187,2,4,3,1,5,1,5,10,8,1,54,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,89853,ESS8e02_1,8,2.1,12000061,1.23700523376465,0.722064733505249,2.499809187,4,4,2,1,5,4,7,7,7,2,51,5,16,1
DE,ESS1-8e01,1.0,12.12.2018,89854,ESS8e02_1,8,2.1,12000068,1.23700523376465,1.17097282409668,2.499809187,2,7,7,1,6,4,8,7,5,1,69,3,13,6
DE,ESS1-8e01,1.0,12.12.2018,89855,ESS8e02_1,8,2.1,12000070,1.23700523376465,2.93825030326843,2.499809187,1,5,6,1,5,1,8,5,5,2,77,2,13,6
DE,ESS1-8e01,1.0,12.12.2018,89856,ESS8e02_1,8,2.1,12000075,1.23700523376465,2.93825030326843,2.499809187,2,4,2,1,5,2,8,8,3,2,65,2,11,6
DE,ESS1-8e01,1.0,12.12.2018,89857,ESS8e02_1,8,2.1,12000079,1.23700523376465,1.2955824136734,2.499809187,3,8,1,1,5,4,8,7,6,1,47,3,14,1
DE,ESS1-8e01,1.0,12.12.2018,89858,ESS8e02_1,8,2.1,12000082,1.23700523376465,0.899364352226257,2.499809187,2,7,5,1,4,2,8,10,8,2,26,6,19,1
DE,ESS1-8e01,1.0,12.12.2018,89859,ESS8e02_1,8,2.1,12000083,1.23700523376465,1.17097282409668,2.499809187,2,3,5,1,4,1,10,5,5,1,58,5,9,1
DE,ESS1-8e01,1.0,12.12.2018,89860,ESS8e02_1,8,2.1,12000091,1.23700523376465,2.93825030326843,2.499809187,3,88,5,3,5,3,7,8,8,2,58,2,11,8
DE,ESS1-8e01,1.0,12.12.2018,89861,ESS8e02_1,8,2.1,12000092,1.23700523376465,1.27730405330658,2.499809187,2,7,6,3,5,2,8,9,5,1,17,2,10,2
DE,ESS1-8e01,1.0,12.12.2018,89862,ESS8e02_1,8,2.1,12000094,1.23700523376465,0.812486410140991,2.499809187,2,5,3,1,4,4,7,8,5,1,33,6,18,1
DE,ESS1-8e01,1.0,12.12.2018,89863,ESS8e02_1,8,2.1,12000099,1.23700523376465,1.28439736366272,2.499809187,2,5,5,1,6,3,7,5,4,2,55,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,89864,ESS8e02_1,8,2.1,12000102,1.23700523376465,1.17097282409668,2.499809187,2,4,4,1,5,1,7,3,4,1,56,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,89865,ESS8e02_1,8,2.1,12000103,1.23700523376465,1.17097282409668,2.499809187,2,8,6,1,7,3,7,6,7,1,77,3,13,6
DE,ESS1-8e01,1.0,12.12.2018,89866,ESS8e02_1,8,2.1,12000105,1.23700523376465,1.27730405330658,2.499809187,2,9,6,3,3,2,7,8,6,1,17,1,11,2
DE,ESS1-8e01,1.0,12.12.2018,89867,ESS8e02_1,8,2.1,12000106,1.23700523376465,1.25966560840607,2.499809187,3,5,3,2,5,4,5,5,5,2,29,3,12,8
DE,ESS1-8e01,1.0,12.12.2018,89868,ESS8e02_1,8,2.1,12000108,1.23700523376465,0.663705408573151,2.499809187,3,3,3,1,6,4,5,6,6,1,72,5,16,6
DE,ESS1-8e01,1.0,12.12.2018,89869,ESS8e02_1,8,2.1,12000124,1.23700523376465,0.919001340866089,2.499809187,3,9,8,3,4,2,8,7,8,1,18,4,12,4
DE,ESS1-8e01,1.0,12.12.2018,89870,ESS8e02_1,8,2.1,12000127,1.23700523376465,1.13577890396118,2.499809187,2,7,8,1,3,4,4,6,4,2,50,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,89871,ESS8e02_1,8,2.1,12000128,1.23700523376465,1.06499826908112,2.499809187,2,4,3,1,3,2,5,6,5,1,47,5,16,1
DE,ESS1-8e01,1.0,12.12.2018,89872,ESS8e02_1,8,2.1,12000130,1.23700523376465,1.0354745388031,2.499809187,2,6,0,1,5,3,5,7,8,2,34,5,20,1
DE,ESS1-8e01,1.0,12.12.2018,89873,ESS8e02_1,8,2.1,12000133,1.23700523376465,1.05580425262451,2.499809187,3,0,5,1,10,1,5,6,4,2,87,5,18,6
DE,ESS1-8e01,1.0,12.12.2018,89874,ESS8e02_1,8,2.1,12000134,1.23700523376465,0.962566494941711,2.499809187,1,9,7,1,2,2,9,9,7,1,77,3,12,6
DE,ESS1-8e01,1.0,12.12.2018,89875,ESS8e02_1,8,2.1,12000135,1.23700523376465,0.962566494941711,2.499809187,1,8,5,1,0,1,8,8,5,1,66,3,14,6
DE,ESS1-8e01,1.0,12.12.2018,89876,ESS8e02_1,8,2.1,12000136,1.23700523376465,0.962566494941711,2.499809187,1,3,3,2,5,3,5,5,5,1,56,3,13,1
