cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pspwght,pweight,polintr,trstprl,trstplt,vote,lrscale,gincdif,imbgeco,imueclt,imwbcnt,gndr,agea,eisced,eduyrs,mnactic
DE,ESS1-8e01,1.0,12.12.2018,66876,ESS1e06_6,1,6.6,101114,1.2572,2.35826134199032,2.39215484755053,4,0,0,2,8,4,0,0,0,1,26,3,10,3
DE,ESS1-8e01,1.0,12.12.2018,66877,ESS1e06_6,1,6.6,101120,1.2572,2.35826134199032,2.39215484755053,1,7,4,1,3,3,5,7,5,1,31,3,11,1
DE,ESS1-8e01,1.0,12.12.2018,66878,ESS1e06_6,1,6.6,101126,1.2572,1.88556308187978,2.39215484755053,3,4,4,2,10,4,0,0,1,1,60,3,9,1
DE,ESS1-8e01,1.0,12.12.2018,66879,ESS1e06_6,1,6.6,101304,1.2572,1.49938837657783,2.39215484755053,2,6,2,1,6,5,5,6,6,2,48,3,10,8
DE,ESS1-8e01,1.0,12.12.2018,66880,ESS1e06_6,1,6.6,101322,1.2572,2.35826134199032,2.39215484755053,3,3,1,2,8,4,0,4,2,1,32,3,9,3
DE,ESS1-8e01,1.0,12.12.2018,66881,ESS1e06_6,1,6.6,101405,1.2572,2.35826134199032,2.39215484755053,2,3,4,2,2,3,4,7,6,1,25,4,13,9
DE,ESS1-8e01,1.0,12.12.2018,66882,ESS1e06_6,1,6.6,101417,1.2572,1.62528070342074,2.39215484755053,1,7,7,1,5,4,4,2,3,2,60,3,12,6
DE,ESS1-8e01,1.0,12.12.2018,66883,ESS1e06_6,1,6.6,101429,1.2572,4.11270130348992,2.39215484755053,1,7,4,1,6,2,5,5,5,1,46,2,11,1
DE,ESS1-8e01,1.0,12.12.2018,66884,ESS1e06_6,1,6.6,101512,1.2572,1.88556308187978,2.39215484755053,2,6,3,1,3,4,6,7,4,1,62,3,12,1
DE,ESS1-8e01,1.0,12.12.2018,66885,ESS1e06_6,1,6.6,101601,1.2572,1.8954987311992,2.39215484755053,3,7,2,1,3,2,5,7,5,1,38,3,10,1
DE,ESS1-8e01,1.0,12.12.2018,66886,ESS1e06_6,1,6.6,101625,1.2572,1.62528070342074,2.39215484755053,2,4,4,2,7,2,4,4,4,2,56,3,10,8
DE,ESS1-8e01,1.0,12.12.2018,66887,ESS1e06_6,1,6.6,101631,1.2572,1.49938837657783,2.39215484755053,1,0,3,1,5,3,88,10,7,2,53,3,9,1
DE,ESS1-8e01,1.0,12.12.2018,66888,ESS1e06_6,1,6.6,102120,1.2572,1.49938837657783,2.39215484755053,1,6,7,1,7,2,5,6,4,2,49,3,13,6
DE,ESS1-8e01,1.0,12.12.2018,66889,ESS1e06_6,1,6.6,102203,1.2572,1.99078020154015,2.39215484755053,3,8,7,1,6,3,7,7,6,2,24,5,16,2
DE,ESS1-8e01,1.0,12.12.2018,66890,ESS1e06_6,1,6.6,102209,1.2572,1.8954987311992,2.39215484755053,2,6,4,1,6,2,6,4,4,1,43,3,12,1
DE,ESS1-8e01,1.0,12.12.2018,66891,ESS1e06_6,1,6.6,102227,1.2572,1.62528070342074,2.39215484755053,2,6,6,1,7,4,7,7,5,2,77,3,12,6
DE,ESS1-8e01,1.0,12.12.2018,66892,ESS1e06_6,1,6.6,102233,1.2572,1.8954987311992,2.39215484755053,1,0,2,1,5,4,5,2,2,1,40,3,14,1
DE,ESS1-8e01,1.0,12.12.2018,66893,ESS1e06_6,1,6.6,102536,1.2572,1.24482927081674,2.39215484755053,2,5,5,1,4,3,6,3,3,1,80,5,11,6
DE,ESS1-8e01,1.0,12.12.2018,66894,ESS1e06_6,1,6.6,102601,1.2572,1.62528070342074,2.39215484755053,3,5,5,1,3,4,7,10,5,2,74,3,10,6
DE,ESS1-8e01,1.0,12.12.2018,66895,ESS1e06_6,1,6.6,102631,1.2572,1.49938837657783,2.39215484755053,3,7,3,1,6,2,7,6,4,2,35,3,12,4
DE,ESS1-8e01,1.0,12.12.2018,66896,ESS1e06_6,1,6.6,103205,1.2572,1.49938837657783,2.39215484755053,3,5,5,1,88,2,5,8,5,2,38,3,10,3
DE,ESS1-8e01,1.0,12.12.2018,66897,ESS1e06_6,1,6.6,103211,1.2572,1.62528070342074,2.39215484755053,2,3,2,1,6,2,4,5,3,2,66,3,11,6
DE,ESS1-8e01,1.0,12.12.2018,66898,ESS1e06_6,1,6.6,103306,1.2572,1.99078020154015,2.39215484755053,2,3,2,1,6,3,6,9,5,2,31,5,16,8
DE,ESS1-8e01,1.0,12.12.2018,66899,ESS1e06_6,1,6.6,103324,1.2572,4.06138764561711,2.39215484755053,1,8,10,1,8,2,4,88,8,2,70,2,8,8
DE,ESS1-8e01,1.0,12.12.2018,66900,ESS1e06_6,1,6.6,103330,1.2572,1.49938837657783,2.39215484755053,1,7,6,1,7,2,6,7,6,2,40,3,14,8
DE,ESS1-8e01,1.0,12.12.2018,66901,ESS1e06_6,1,6.6,103431,1.2572,1.29904092856317,2.39215484755053,3,6,4,1,7,2,5,7,5,2,77,7,13,6
DE,ESS1-8e01,1.0,12.12.2018,66902,ESS1e06_6,1,6.6,103514,1.2572,1.20043804857429,2.39215484755053,2,4,2,1,4,4,2,4,1,2,43,7,21,8
DE,ESS1-8e01,1.0,12.12.2018,66903,ESS1e06_6,1,6.6,103603,1.2572,1.29904092856317,2.39215484755053,2,8,0,1,10,4,8,8,5,2,61,6,18,1
DE,ESS1-8e01,1.0,12.12.2018,66904,ESS1e06_6,1,6.6,103615,1.2572,1.8954987311992,2.39215484755053,2,8,5,1,6,4,5,6,4,1,49,3,17,1
DE,ESS1-8e01,1.0,12.12.2018,66905,ESS1e06_6,1,6.6,104106,1.2572,1.88556308187978,2.39215484755053,1,7,8,1,5,4,1,5,1,1,66,3,6,6
DE,ESS1-8e01,1.0,12.12.2018,66906,ESS1e06_6,1,6.6,104130,1.2572,1.8954987311992,2.39215484755053,3,7,6,1,3,2,6,8,7,1,46,3,12,1
DE,ESS1-8e01,1.0,12.12.2018,66907,ESS1e06_6,1,6.6,104201,1.2572,1.24482927081674,2.39215484755053,1,2,2,1,3,1,10,8,5,1,60,6,20,8
DE,ESS1-8e01,1.0,12.12.2018,66908,ESS1e06_6,1,6.6,104207,1.2572,1.62528070342074,2.39215484755053,1,3,0,1,5,5,10,10,10,2,78,3,11,6
DE,ESS1-8e01,1.0,12.12.2018,66909,ESS1e06_6,1,6.6,104219,1.2572,1.45696302858641,2.39215484755053,2,9,6,1,7,4,7,9,7,1,41,7,22,8
DE,ESS1-8e01,1.0,12.12.2018,66910,ESS1e06_6,1,6.6,104225,1.2572,2.35826134199032,2.39215484755053,4,0,0,2,8,2,0,0,0,1,31,3,12,3
DE,ESS1-8e01,1.0,12.12.2018,66911,ESS1e06_6,1,6.6,104231,1.2572,1.49938837657783,2.39215484755053,2,5,4,1,5,3,5,9,5,2,45,3,12,1
DE,ESS1-8e01,1.0,12.12.2018,66912,ESS1e06_6,1,6.6,104314,1.2572,1.45696302858641,2.39215484755053,3,7,5,1,3,2,7,8,5,1,53,5,13,1
DE,ESS1-8e01,1.0,12.12.2018,66913,ESS1e06_6,1,6.6,104320,1.2572,2.13563214777588,2.39215484755053,2,7,6,1,4,2,8,7,6,1,20,2,14,2
DE,ESS1-8e01,1.0,12.12.2018,66914,ESS1e06_6,1,6.6,104326,1.2572,2.59151172696399,2.39215484755053,3,4,5,2,6,2,4,5,5,2,21,2,14,2
DE,ESS1-8e01,1.0,12.12.2018,66915,ESS1e06_6,1,6.6,104332,1.2572,2.13563214777588,2.39215484755053,3,7,5,1,5,2,4,7,3,1,33,2,13,6
DE,ESS1-8e01,1.0,12.12.2018,66916,ESS1e06_6,1,6.6,104403,1.2572,4.06138764561711,2.39215484755053,1,5,4,2,5,1,0,5,1,2,61,2,8,6
DE,ESS1-8e01,1.0,12.12.2018,66917,ESS1e06_6,1,6.6,104409,1.2572,1.99078020154015,2.39215484755053,2,5,3,3,5,2,6,10,7,2,30,3,11,8
DE,ESS1-8e01,1.0,12.12.2018,66918,ESS1e06_6,1,6.6,104415,1.2572,4.06138764561711,2.39215484755053,3,6,3,1,5,4,5,7,7,2,79,2,8,6
DE,ESS1-8e01,1.0,12.12.2018,66919,ESS1e06_6,1,6.6,104433,1.2572,1.49938837657783,2.39215484755053,2,2,2,1,5,3,5,7,5,2,37,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,66920,ESS1e06_6,1,6.6,104504,1.2572,1.62528070342074,2.39215484755053,2,6,4,1,4,2,6,7,5,2,82,3,11,6
DE,ESS1-8e01,1.0,12.12.2018,66921,ESS1e06_6,1,6.6,104516,1.2572,1.8954987311992,2.39215484755053,3,6,5,1,3,3,6,6,7,1,44,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,66922,ESS1e06_6,1,6.6,104522,1.2572,1.88556308187978,2.39215484755053,1,7,6,1,5,3,6,7,6,1,59,3,11,1
DE,ESS1-8e01,1.0,12.12.2018,66923,ESS1e06_6,1,6.6,104528,1.2572,1.99078020154015,2.39215484755053,3,3,3,1,4,4,5,8,6,2,23,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,66924,ESS1e06_6,1,6.6,104611,1.2572,2.59151172696399,2.39215484755053,3,7,5,3,3,8,5,7,5,2,15,1,9,2
DE,ESS1-8e01,1.0,12.12.2018,66925,ESS1e06_6,1,6.6,104617,1.2572,1.62528070342074,2.39215484755053,1,7,7,1,4,3,5,7,6,2,70,3,10,6
DE,ESS1-8e01,1.0,12.12.2018,66926,ESS1e06_6,1,6.6,104629,1.2572,1.8954987311992,2.39215484755053,3,5,5,1,4,2,5,9,5,1,51,3,10,1
DE,ESS1-8e01,1.0,12.12.2018,66927,ESS1e06_6,1,6.6,105114,1.2572,0.888765976562359,2.39215484755053,3,5,4,1,77,5,88,3,4,2,43,3,13,8
DE,ESS1-8e01,1.0,12.12.2018,66928,ESS1e06_6,1,6.6,105132,1.2572,1.39786494102818,2.39215484755053,3,3,3,1,77,4,6,3,88,1,23,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,66929,ESS1e06_6,1,6.6,105203,1.2572,0.888765976562359,2.39215484755053,3,3,2,2,5,3,5,5,5,2,41,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,66930,ESS1e06_6,1,6.6,105233,1.2572,1.11767193878192,2.39215484755053,2,6,6,1,4,4,7,5,5,1,62,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,66931,ESS1e06_6,1,6.6,105304,1.2572,1.12356131821697,2.39215484755053,3,5,4,1,8,5,3,88,88,1,46,3,12,1
DE,ESS1-8e01,1.0,12.12.2018,66932,ESS1e06_6,1,6.6,105310,1.2572,0.711562468543894,2.39215484755053,1,5,5,1,2,3,7,8,5,2,46,6,18,8
DE,ESS1-8e01,1.0,12.12.2018,66933,ESS1e06_6,1,6.6,105316,1.2572,1.26590096405051,2.39215484755053,2,6,2,3,2,2,5,8,7,1,18,2,12,2
DE,ESS1-8e01,1.0,12.12.2018,66934,ESS1e06_6,1,6.6,105322,1.2572,0.963388948539524,2.39215484755053,3,3,4,1,8,8,5,6,3,2,59,3,10,8
DE,ESS1-8e01,1.0,12.12.2018,66935,ESS1e06_6,1,6.6,105334,1.2572,1.11767193878192,2.39215484755053,2,6,7,1,7,2,7,7,5,1,64,3,20,6
DE,ESS1-8e01,1.0,12.12.2018,66936,ESS1e06_6,1,6.6,105405,1.2572,1.12356131821697,2.39215484755053,3,6,5,1,4,2,5,7,7,1,36,3,13,4
DE,ESS1-8e01,1.0,12.12.2018,66937,ESS1e06_6,1,6.6,105411,1.2572,0.737875469633818,2.39215484755053,1,7,6,1,8,5,8,7,7,1,60,5,12,1
DE,ESS1-8e01,1.0,12.12.2018,66938,ESS1e06_6,1,6.6,105429,1.2572,0.963388948539524,2.39215484755053,2,5,5,3,5,7,8,10,10,2,59,3,10,1
DE,ESS1-8e01,1.0,12.12.2018,66939,ESS1e06_6,1,6.6,105524,1.2572,0.963388948539524,2.39215484755053,2,6,5,1,5,2,6,7,7,2,93,3,10,6
DE,ESS1-8e01,1.0,12.12.2018,66940,ESS1e06_6,1,6.6,105530,1.2572,1.11767193878192,2.39215484755053,3,3,3,1,77,5,7,6,7,1,58,3,11,1
DE,ESS1-8e01,1.0,12.12.2018,66941,ESS1e06_6,1,6.6,105601,1.2572,2.4073970516523,2.39215484755053,3,6,4,1,5,4,5,6,5,2,86,2,8,6
DE,ESS1-8e01,1.0,12.12.2018,66942,ESS1e06_6,1,6.6,105607,1.2572,1.1800396332144,2.39215484755053,3,88,5,3,88,2,8,9,7,2,22,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,66943,ESS1e06_6,1,6.6,105625,1.2572,1.26590096405051,2.39215484755053,4,5,5,2,88,4,8,9,4,1,19,2,11,1
DE,ESS1-8e01,1.0,12.12.2018,66944,ESS1e06_6,1,6.6,105631,1.2572,1.1800396332144,2.39215484755053,1,7,4,1,6,4,6,7,8,2,33,3,17,8
DE,ESS1-8e01,1.0,12.12.2018,66945,ESS1e06_6,1,6.6,106122,1.2572,0.888765976562359,2.39215484755053,3,6,3,1,5,2,8,1,88,2,42,3,12,1
DE,ESS1-8e01,1.0,12.12.2018,66946,ESS1e06_6,1,6.6,106128,1.2572,1.53612465373704,2.39215484755053,2,5,4,3,88,2,1,2,3,2,18,2,10,1
DE,ESS1-8e01,1.0,12.12.2018,66947,ESS1e06_6,1,6.6,106211,1.2572,1.11767193878192,2.39215484755053,1,5,3,1,5,4,2,5,2,1,69,3,13,6
DE,ESS1-8e01,1.0,12.12.2018,66948,ESS1e06_6,1,6.6,106217,1.2572,1.11767193878192,2.39215484755053,4,0,0,2,5,1,88,2,0,1,61,3,12,5
DE,ESS1-8e01,1.0,12.12.2018,66949,ESS1e06_6,1,6.6,106223,1.2572,1.12356131821697,2.39215484755053,2,8,5,3,88,8,8,10,7,1,47,3,12,1
DE,ESS1-8e01,1.0,12.12.2018,66950,ESS1e06_6,1,6.6,106229,1.2572,1.12356131821697,2.39215484755053,4,0,0,1,8,1,3,3,5,1,47,3,12,3
DE,ESS1-8e01,1.0,12.12.2018,66951,ESS1e06_6,1,6.6,106235,1.2572,1.12356131821697,2.39215484755053,4,3,4,2,5,4,10,9,88,1,49,5,18,1
DE,ESS1-8e01,1.0,12.12.2018,66952,ESS1e06_6,1,6.6,106306,1.2572,0.711562468543894,2.39215484755053,2,2,2,1,77,5,5,5,3,2,52,6,16,1
DE,ESS1-8e01,1.0,12.12.2018,66953,ESS1e06_6,1,6.6,106318,1.2572,0.711562468543894,2.39215484755053,2,4,4,1,2,2,7,10,8,2,44,7,22,1
DE,ESS1-8e01,1.0,12.12.2018,66954,ESS1e06_6,1,6.6,106324,1.2572,3.55275003195026,2.39215484755053,3,3,2,2,6,4,5,5,4,1,81,2,8,6
DE,ESS1-8e01,1.0,12.12.2018,66955,ESS1e06_6,1,6.6,106330,1.2572,1.39786494102818,2.39215484755053,4,4,2,2,8,3,5,2,6,1,34,3,12,1
DE,ESS1-8e01,1.0,12.12.2018,66956,ESS1e06_6,1,6.6,106336,1.2572,1.1800396332144,2.39215484755053,3,88,4,3,5,2,10,10,9,2,23,3,14,1
DE,ESS1-8e01,1.0,12.12.2018,66957,ESS1e06_6,1,6.6,106401,1.2572,0.711562468543894,2.39215484755053,1,7,8,1,5,1,5,8,6,2,41,6,17,1
DE,ESS1-8e01,1.0,12.12.2018,66958,ESS1e06_6,1,6.6,106407,1.2572,0.711562468543894,2.39215484755053,2,4,4,1,4,3,5,8,8,2,40,6,19,8
DE,ESS1-8e01,1.0,12.12.2018,66959,ESS1e06_6,1,6.6,106425,1.2572,0.888765976562359,2.39215484755053,2,5,8,1,8,4,4,6,2,2,35,5,15,1
DE,ESS1-8e01,1.0,12.12.2018,66960,ESS1e06_6,1,6.6,106431,1.2572,0.888765976562359,2.39215484755053,3,6,8,1,4,4,7,8,6,2,36,3,14,1
DE,ESS1-8e01,1.0,12.12.2018,66961,ESS1e06_6,1,6.6,106508,1.2572,0.888765976562359,2.39215484755053,2,5,5,1,5,4,6,6,6,2,38,3,11,1
DE,ESS1-8e01,1.0,12.12.2018,66962,ESS1e06_6,1,6.6,106520,1.2572,1.02281416447231,2.39215484755053,1,4,4,1,7,4,6,6,4,1,32,7,19,1
DE,ESS1-8e01,1.0,12.12.2018,66963,ESS1e06_6,1,6.6,106615,1.2572,0.963388948539524,2.39215484755053,3,88,5,2,88,3,10,7,88,2,90,3,11,6
DE,ESS1-8e01,1.0,12.12.2018,66964,ESS1e06_6,1,6.6,106627,1.2572,1.1800396332144,2.39215484755053,2,7,7,1,4,3,7,7,6,2,27,4,7,2
DE,ESS1-8e01,1.0,12.12.2018,66965,ESS1e06_6,1,6.6,107101,1.2572,1.26590096405051,2.39215484755053,3,2,2,3,5,2,7,8,5,1,18,1,10,2
DE,ESS1-8e01,1.0,12.12.2018,66966,ESS1e06_6,1,6.6,107113,1.2572,0.863618252045079,2.39215484755053,2,7,7,1,6,5,8,10,8,1,46,6,17,1
DE,ESS1-8e01,1.0,12.12.2018,66967,ESS1e06_6,1,6.6,107125,1.2572,0.963388948539524,2.39215484755053,2,5,5,1,6,2,6,7,6,2,59,3,11,1
DE,ESS1-8e01,1.0,12.12.2018,66968,ESS1e06_6,1,6.6,107202,1.2572,1.1800396332144,2.39215484755053,3,88,4,2,3,2,10,8,8,2,34,3,15,1
DE,ESS1-8e01,1.0,12.12.2018,66969,ESS1e06_6,1,6.6,107214,1.2572,0.863618252045079,2.39215484755053,1,7,6,1,4,5,7,7,9,1,36,7,17,1
DE,ESS1-8e01,1.0,12.12.2018,66970,ESS1e06_6,1,6.6,107220,1.2572,0.711562468543894,2.39215484755053,2,7,5,2,6,4,6,7,8,2,35,7,17,1
DE,ESS1-8e01,1.0,12.12.2018,66971,ESS1e06_6,1,6.6,107226,1.2572,1.39786494102818,2.39215484755053,2,7,7,1,3,4,7,6,3,1,26,3,14,1
DE,ESS1-8e01,1.0,12.12.2018,66972,ESS1e06_6,1,6.6,107232,1.2572,0.737875469633818,2.39215484755053,2,6,2,1,7,5,7,7,5,1,65,7,19,6
DE,ESS1-8e01,1.0,12.12.2018,66973,ESS1e06_6,1,6.6,107303,1.2572,2.27492004055345,2.39215484755053,4,10,5,2,88,8,10,5,10,2,42,2,10,6
DE,ESS1-8e01,1.0,12.12.2018,66974,ESS1e06_6,1,6.6,107309,1.2572,0.711562468543894,2.39215484755053,2,5,3,1,5,4,8,8,7,2,43,6,16,1
DE,ESS1-8e01,1.0,12.12.2018,66975,ESS1e06_6,1,6.6,107315,1.2572,0.711562468543894,2.39215484755053,1,8,7,1,8,5,7,7,7,2,35,6,22,8
DE,ESS1-8e01,1.0,12.12.2018,66976,ESS1e06_6,1,6.6,107327,1.2572,1.1800396332144,2.39215484755053,3,5,2,1,77,4,3,7,88,2,33,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,66977,ESS1e06_6,1,6.6,107404,1.2572,0.963388948539524,2.39215484755053,3,10,6,1,6,2,8,10,7,2,72,3,14,6
DE,ESS1-8e01,1.0,12.12.2018,66978,ESS1e06_6,1,6.6,107434,1.2572,0.737875469633818,2.39215484755053,2,6,5,1,4,4,8,4,5,1,64,5,14,6
DE,ESS1-8e01,1.0,12.12.2018,66979,ESS1e06_6,1,6.6,107505,1.2572,1.11767193878192,2.39215484755053,1,2,2,1,5,4,7,8,8,1,60,5,15,1
DE,ESS1-8e01,1.0,12.12.2018,66980,ESS1e06_6,1,6.6,107517,1.2572,1.12356131821697,2.39215484755053,3,3,3,2,77,5,10,9,9,1,44,3,9,1
DE,ESS1-8e01,1.0,12.12.2018,66981,ESS1e06_6,1,6.6,107523,1.2572,0.863618252045079,2.39215484755053,1,7,8,1,8,4,7,5,4,1,54,7,22,1
DE,ESS1-8e01,1.0,12.12.2018,66982,ESS1e06_6,1,6.6,107529,1.2572,1.12356131821697,2.39215484755053,3,7,6,1,4,2,7,8,5,1,35,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,66983,ESS1e06_6,1,6.6,107535,1.2572,1.1800396332144,2.39215484755053,3,88,3,1,1,3,8,10,8,2,28,4,20,2
DE,ESS1-8e01,1.0,12.12.2018,66984,ESS1e06_6,1,6.6,107612,1.2572,1.1800396332144,2.39215484755053,4,2,0,2,88,1,88,2,88,2,31,3,11,3
DE,ESS1-8e01,1.0,12.12.2018,66985,ESS1e06_6,1,6.6,108103,1.2572,2.31060267930067,2.39215484755053,4,3,1,1,7,3,5,5,5,2,84,2,8,6
DE,ESS1-8e01,1.0,12.12.2018,66986,ESS1e06_6,1,6.6,108115,1.2572,0.853031304207502,2.39215484755053,3,4,3,1,8,3,5,5,5,2,38,3,10,3
DE,ESS1-8e01,1.0,12.12.2018,66987,ESS1e06_6,1,6.6,108204,1.2572,2.31060267930067,2.39215484755053,4,0,0,1,6,2,5,0,0,2,77,2,8,6
DE,ESS1-8e01,1.0,12.12.2018,66988,ESS1e06_6,1,6.6,108210,1.2572,0.853031304207502,2.39215484755053,2,4,4,1,5,4,5,8,5,2,51,3,9,1
DE,ESS1-8e01,1.0,12.12.2018,66989,ESS1e06_6,1,6.6,108222,1.2572,1.07838621404345,2.39215484755053,1,7,5,1,1,4,7,8,6,1,36,3,11,1
DE,ESS1-8e01,1.0,12.12.2018,66990,ESS1e06_6,1,6.6,108335,1.2572,1.07273362927657,2.39215484755053,2,2,2,1,8,2,4,3,3,1,63,3,8,6
DE,ESS1-8e01,1.0,12.12.2018,66991,ESS1e06_6,1,6.6,108418,1.2572,1.07838621404345,2.39215484755053,4,2,1,1,5,3,4,3,5,1,44,3,8,1
DE,ESS1-8e01,1.0,12.12.2018,66992,ESS1e06_6,1,6.6,108424,1.2572,1.07838621404345,2.39215484755053,2,4,4,1,5,2,4,5,4,1,46,3,9,1
DE,ESS1-8e01,1.0,12.12.2018,66993,ESS1e06_6,1,6.6,108436,1.2572,0.924653905418828,2.39215484755053,4,5,4,1,4,2,8,0,0,2,89,3,8,6
DE,ESS1-8e01,1.0,12.12.2018,66994,ESS1e06_6,1,6.6,108501,1.2572,0.924653905418828,2.39215484755053,2,5,3,1,7,2,7,5,88,2,63,3,8,3
DE,ESS1-8e01,1.0,12.12.2018,66995,ESS1e06_6,1,6.6,108513,1.2572,0.853031304207502,2.39215484755053,3,6,3,1,5,3,5,5,5,2,43,3,10,8
DE,ESS1-8e01,1.0,12.12.2018,66996,ESS1e06_6,1,6.6,108525,1.2572,2.18345218014198,2.39215484755053,3,4,3,1,4,2,8,3,5,2,47,2,8,3
DE,ESS1-8e01,1.0,12.12.2018,66997,ESS1e06_6,1,6.6,108608,1.2572,1.07273362927657,2.39215484755053,3,1,3,1,5,3,5,5,5,1,82,3,8,6
DE,ESS1-8e01,1.0,12.12.2018,66998,ESS1e06_6,1,6.6,109112,1.2572,0.853031304207502,2.39215484755053,1,0,0,1,0,2,8,8,10,2,48,3,12,1
DE,ESS1-8e01,1.0,12.12.2018,66999,ESS1e06_6,1,6.6,109118,1.2572,1.07838621404345,2.39215484755053,2,5,5,1,7,2,7,5,5,1,45,3,12,1
DE,ESS1-8e01,1.0,12.12.2018,67000,ESS1e06_6,1,6.6,109124,1.2572,1.07838621404345,2.39215484755053,2,4,3,1,5,2,5,8,6,1,44,3,12,1
DE,ESS1-8e01,1.0,12.12.2018,67001,ESS1e06_6,1,6.6,109130,1.2572,0.739049731758174,2.39215484755053,1,5,3,1,8,4,9,7,5,2,67,7,16,6
DE,ESS1-8e01,1.0,12.12.2018,67002,ESS1e06_6,1,6.6,109136,1.2572,0.68295262934665,2.39215484755053,2,88,5,1,5,2,3,6,5,2,45,6,18,1
DE,ESS1-8e01,1.0,12.12.2018,67003,ESS1e06_6,1,6.6,109201,1.2572,0.924653905418828,2.39215484755053,2,3,3,1,5,8,88,5,5,2,66,3,12,6
DE,ESS1-8e01,1.0,12.12.2018,67004,ESS1e06_6,1,6.6,109207,1.2572,1.34166089296459,2.39215484755053,1,4,3,1,4,3,88,7,5,1,20,3,13,3
DE,ESS1-8e01,1.0,12.12.2018,67005,ESS1e06_6,1,6.6,109213,1.2572,1.21500280033027,2.39215484755053,3,8,6,3,3,4,3,3,5,1,17,1,10,2
DE,ESS1-8e01,1.0,12.12.2018,67006,ESS1e06_6,1,6.6,109308,1.2572,0.853031304207502,2.39215484755053,2,3,2,1,5,3,4,7,5,2,38,3,12,1
DE,ESS1-8e01,1.0,12.12.2018,67007,ESS1e06_6,1,6.6,109320,1.2572,2.31060267930067,2.39215484755053,1,2,0,1,5,5,3,5,4,2,67,2,8,6
DE,ESS1-8e01,1.0,12.12.2018,67008,ESS1e06_6,1,6.6,109332,1.2572,0.828894695911806,2.39215484755053,2,7,5,2,5,3,5,5,7,1,47,5,12,1
DE,ESS1-8e01,1.0,12.12.2018,67009,ESS1e06_6,1,6.6,109403,1.2572,0.68295262934665,2.39215484755053,1,9,8,1,2,3,3,10,10,2,39,7,21,1
DE,ESS1-8e01,1.0,12.12.2018,67010,ESS1e06_6,1,6.6,109409,1.2572,0.853031304207502,2.39215484755053,2,2,0,1,5,2,1,5,2,2,42,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,67011,ESS1e06_6,1,6.6,109427,1.2572,1.07273362927657,2.39215484755053,4,1,0,2,5,2,2,5,5,1,74,3,8,6
DE,ESS1-8e01,1.0,12.12.2018,67012,ESS1e06_6,1,6.6,109433,1.2572,1.07838621404345,2.39215484755053,1,8,8,1,3,2,3,7,5,1,36,3,12,1
DE,ESS1-8e01,1.0,12.12.2018,67013,ESS1e06_6,1,6.6,109522,1.2572,1.47436158826751,2.39215484755053,3,5,5,3,5,1,7,8,5,2,28,1,6,8
DE,ESS1-8e01,1.0,12.12.2018,67014,ESS1e06_6,1,6.6,109528,1.2572,0.952143310211077,2.39215484755053,2,2,1,1,3,3,7,5,5,2,34,7,27,2
DE,ESS1-8e01,1.0,12.12.2018,67015,ESS1e06_6,1,6.6,109605,1.2572,2.31060267930067,2.39215484755053,3,6,5,1,6,2,5,7,5,2,75,2,8,6
DE,ESS1-8e01,1.0,12.12.2018,67016,ESS1e06_6,1,6.6,109623,1.2572,0.853031304207502,2.39215484755053,2,3,0,1,5,4,5,7,88,2,54,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,67017,ESS1e06_6,1,6.6,109629,1.2572,0.68295262934665,2.39215484755053,1,6,5,1,2,2,8,10,9,2,49,7,19,1
DE,ESS1-8e01,1.0,12.12.2018,67018,ESS1e06_6,1,6.6,110108,1.2572,0.828894695911806,2.39215484755053,2,7,5,1,4,4,4,7,4,1,48,5,16,1
DE,ESS1-8e01,1.0,12.12.2018,67019,ESS1e06_6,1,6.6,110132,1.2572,2.62059656185523,2.39215484755053,3,5,1,1,4,4,8,4,5,1,47,1,7,5
DE,ESS1-8e01,1.0,12.12.2018,67020,ESS1e06_6,1,6.6,110209,1.2572,1.21500280033027,2.39215484755053,2,0,1,1,9,2,3,6,5,1,32,1,8,3
DE,ESS1-8e01,1.0,12.12.2018,67021,ESS1e06_6,1,6.6,110215,1.2572,0.924653905418828,2.39215484755053,2,5,5,1,2,2,5,6,4,2,55,3,13,8
DE,ESS1-8e01,1.0,12.12.2018,67022,ESS1e06_6,1,6.6,110221,1.2572,0.853031304207502,2.39215484755053,2,2,2,1,5,2,5,8,5,2,41,3,14,8
DE,ESS1-8e01,1.0,12.12.2018,67023,ESS1e06_6,1,6.6,110304,1.2572,2.31060267930067,2.39215484755053,2,5,8,1,5,3,5,5,5,2,68,2,10,9
DE,ESS1-8e01,1.0,12.12.2018,67024,ESS1e06_6,1,6.6,110310,1.2572,0.708207661862825,2.39215484755053,1,6,4,1,1,2,9,7,2,1,68,5,14,6
